COUNTY,STATE,counter_sum
Gilmer              ,GA,249
Queens,NY,249
Pittsylvania,VA,249
Lamar,AL,248
Weston,WY,248
Clark,AR,248
Jeff Davis,TX,248
Hartford,CT,248
007,WA,248
Crawford,MI,248
WASATCH,UT,248
Fayette,AL,248
Northampton,NC,248
025,AZ,247
Dorchester County,SC,247
139,TN,247
Webster,LA,247
Crawford,WI,246
SENECA,NY,246
Lee County,SC,246
Tehama,CA,246
Graham,AZ,245
Hartley,TX,245
013,AZ,245
Jefferson,WV,245
Buckingham,VA,244
Sheridan,WY,244
Sevier,UT,244
Morgan,WV,243
Izard,AR,243
Grant,LA,243
Miller              ,GA,243
Tulare,CA,243
Drew,AR,243
77,SC,243
Caroline,VA,242
KNOX,ME,241
Dooly               ,GA,241
Skagit County,WA,241
ADAMS,CO,241
BLEDSOE,TN,240
Mineral,WV,240
CARROLL,TN,240
085,ID,240
Wilkes,GA,240
AMADOR,CA,239
89,CA,239
Webster,GA,239
Howell,MO,239
Lake,CA,238
Weld,CO,237
Butler,KS,237
Greene              ,GA,237
TC,AL,236
Grenada,MS,236
Nevada,AR,236
Marion,WV,236
Arapahoe,CO,236
Clay,MS,235
Union               ,GA,235
Dawson              ,GA,235
079,ID,235
Calhoun,SC,235
45,SC,235
46,SC,235
Lauderdale,MS,235
MA,AL,235
Wolfe,KY,234
Winona,MN,234
White,GA,234
Monroe,FL,234
51,WA,234
Rosebud,MT,234
Tate,MS,233
35,NM,233
65,SC,233
Ashley,AR,233
CARBON,PA,233
Lamar,GA,232
Pierce County,WA,232
Lamar               ,GA,232
Carson,TX,231
Iowa,WI,231
Mariposa,CA,231
019,CA,231
CLARK,AR,231
Columbia            ,GA,231
Yakima County,WA,231
Wilkinson,MS,231
Lynn,TX,231
Albany,WY,230
Nottoway,VA,230
Dallam,TX,229
Bullock,AL,229
Otero,CO,229
JEFFERSON DAVIS,MS,229
55,ID,229
Crenshaw,AL,229
047,WA,229
Bibb                ,GA,229
Dougherty           ,GA,228
83,FL,228
Marlboro County,SC,228
4,SC,227
LAMAR,MS,227
Clearfield,PA,227
59,ID,227
Avery,NC,226
241,GA,226
Calhoun,AR,226
STANISLAUS,CA,226
Durham,NC,226
015,ID,226
Humboldt,CA,226
Searcy,AR,226
Pitt,NC,224
UINTAH,UT,224
CA,AL,224
Skamania County,WA,223
Island County,WA,223
Wayne,TN,223
34,OR,223
Suffolk,NY,223
101,MI,223
Carroll,VA,223
Presidio,TX,223
57,SC,222
Caldwell,LA,222
073,CA,222
Custer,MT,222
16,WI,221
Polk,NC,221
CUMBERLAND,ME,221
Kimble,TX,221
Randolph            ,GA,221
Estill,KY,221
14,OR,221
Heard               ,GA,220
44,WI,220
FRANKLIN,ME,219
CAMPBELL,TN,219
Calhoun,MS,219
De Soto,FL,219
Washington,NC,219
INDEPENDENCE,AR,219
13,OR,218
Coos,OR,218
39,MT,218
Fulton,AR,217
Rockwall,TX,217
Lowndes,MS,217
LASSEN,CA,217
Transylvania,NC,217
19,CA,217
TOOELE,UT,216
1,OK,216
36,OR,215
Henderson,TN,215
2,OR,215
Bedford,VA,215
SEARCY,AR,214
6,SC,214
Walton              ,GA,214
VAN BUREN,TN,213
Desoto,MS,213
McNairy,TN,212
47,MS,212
66,WI,211
Greene,MO,211
Boulder,CO,211
Cecil,MD,211
Elbert              ,GA,211
Garland,AR,210
061,MT,210
37,SC,209
Wayne,KY,209
73,SC,209
17,NM,209
Laurel,KY,209
MILLARD,UT,208
Adams,ID,208
MONROE,TN,208
Laurens,SC,208
Stone,MO,207
001,OR,207
Lampasas,TX,207
Lee,MS,207
Granite,MT,207
Wasco,OR,207
Ashland,WI,207
Leavenworth,KS,207
Benton,TN,206
Prowers,CO,206
Menominee,MI,206
Pulaski,MO,206
9,SC,206
Otero,NM,206
Warren              ,GA,206
BRADFORD,PA,206
PIKE,OH,205
Pickens,AL,205
44,SC,205
Goliad,TX,205
CUMBERLAND,TN,205
Torrance,NM,205
Independence,AR,204
51,CA,204
MO,AL,204
Jefferson,MT,204
61,WA,204
Benton,MO,203
61,WI,203
63,OR,203
HARDEMAN,TN,203
MARION,MS,203
Franklin,ME,203
La Plata,CO,203
La Salle,LA,202
Catron,NM,201
Ozark,MO,201
Mitchell,NC,201
Park,WY,201
Grant,WV,201
Taos,NM,201
Glascock,GA,200
57,CA,200
Lancaster,SC,200
Talbot,MD,200
Edgecombe,NC,200
Delta,CO,199
39,WA,199
029,MT,199
Dare Bomb Range,NC,199
LINCOLN,ME,199
Sharp,AR,199
AU,AL,198
Wright,MO,198
Wakulla,FL,198
73,WI,198
Hansford,TX,198
34,SC,198
9,AZ,197
Otter Tail,MN,197
GILES,TN,197
27,NM,197
Crawford,MO,197
Dillon County,SC,197
Roscommon,MI,197
135,MI,196
Converse,WY,196
37,ID,196
Abbeville County,SC,196
Hall,TX,196
107,CO,196
Banks,GA,195
Monroe,NY,195
11,OK,195
Marshall,WV,194
Llano,TX,194
Jefferson County,WA,194
061,CA,193
73,CA,193
Vance,NC,193
Allegany,MD,193
NEVADA,AR,193
81,SC,193
Henry,MO,193
017,AZ,192
Zapata,TX,192
CC,AL,192
Lenoir,NC,192
21,MN,192
Carter,MT,192
Whatcom County,WA,192
39,WY,191
PIKE,PA,191
Evangeline,LA,191
17,SC,191
Reynolds,MO,190
85,CO,190
Jefferson,MO,190
Lincoln,TN,189
Terrell,GA,189
Wheeler,OR,189
51,KY,189
Marshall,AL,189
Schley,GA,189
113,NC,188
MARIPOSA,CA,188
SAN MATEO,CA,188
77,MT,188
Concho,TX,188
CACHE,UT,188
Cheshire,NH,187
HENRY,TN,187
De Witt,TX,187
Duchesne,UT,186
Clark,WI,186
005,OR,186
Oktibbeha,MS,185
Yancey,NC,185
RD,AL,185
Muhlenberg,KY,185
58,WI,185
SEQUATCHIE,TN,184
FAULKNER,AR,184
7,CO,184
CALHOUN,AR,184
Falls,TX,184
Calhoun County,SC,184
Nelson,VA,183
Fulton              ,GA,183
Jefferson,AR,183
089,CA,183
SHARP,AR,183
BOULDER,CO,183
Montgomery,AL,182
Gonzales,TX,182
Montgomery,KS,182
Bernalillo,NM,182
Pendleton,WV,181
Richland County,SC,181
YOLO,CA,181
Saint Clair,AL,181
Pacific County,WA,181
WEBER,UT,181
42,WI,181
New Hanover,NC,181
Rockdale,GA,180
Miller,MO,180
Gooding,ID,180
037,OR,180
Morgan,GA,180
Cottle,TX,179
Big Horn,WY,179
Cheboygan,MI,179
Wicomico,MD,179
TP,AL,179
Beaufort County,SC,178
Crawford,AR,178
Iron,WI,178
Bryan South,GA,178
TEXAS,MO,178
Doddridge,WV,178
41,WA,177
Lee,AL,177
Florence,WI,177
Blaine,ID,177
Waldo,ME,176
87,OH,176
Columbia,AR,176
Lincoln,GA,176
Orange,NY,175
Floyd,TX,175
Webster,WV,175
Pike,AL,174
Barbour,WV,174
Russell,VA,174
Dickenson,VA,174
Dinwiddie,VA,174
Houston,MN,174
75,NC,173
SCOTT,TN,173
Hart                ,GA,173
Bingham,ID,173
DECATUR,TN,173
Hardy,WV,173
35,CA,173
39,NC,173
Chester,SC,172
De Soto,LA,172
Spotsylvania,VA,172
De Baca,NM,172
Montgomery,MS,172
27,WI,172
Oregon,MO,172
Sumner,KS,172
Grant,WI,172
Marion,SC,172
065,WA,172
19,WA,171
HARRISON,MS,171
CENTRE,PA,171
33,SD,171
Yellowstone,MT,170
KERN,CA,170
Clay,NC,170
VAN BUREN,AR,170
LEAKE,MS,170
BERKS,PA,170
53,OR,170
Charlotte,VA,170
Pinellas,FL,169
Stonewall,TX,169
Union,SC,169
Throckmorton,TX,169
HAMILTON,TN,169
Barnwell,SC,169
LINCOLN,MS,169
York,SC,169
San Luis Obispo,CA,169
CLEBURNE,AR,168
Conway,AR,168
55,WI,168
Cibola,NM,168
Lipscomb,TX,167
Cowley,KS,167
Iowa,IA,167
CRAWFORD,AR,167
Geneva,AL,167
Jones,NC,167
051,CA,166
Webster             ,GA,166
COFFEE,TN,166
Cherokee,SC,166
Nez Perce,ID,166
JACKSON,MS,166
Marion,AR,165
Ohio,KY,165
Kalkaska,MI,165
BRADLEY,AR,165
St Tammany,LA,165
Providence,RI,165
16,OR,164
Franklin,MO,164
CL,AL,164
St. Mary's,MD,164
Glascock            ,GA,163
Baker               ,GA,163
Douglas,KS,163
13,CO,163
Forsyth,GA,163
3,NV,163
BENTON,AR,163
Coffee,AL,162
Moore,TX,162
Bradley,AR,162
Augusta,VA,162
Gladwin,MI,162
067,CO,162
Lemhi,ID,162
Liberty,FL,162
Lancaster County,SC,162
Arenac,MI,161
LEWIS,TN,161
17,UT,160
35,MS,160
Towns,GA,160
Pennington,SD,160
33,WA,160
Guadalupe,NM,160
DREW,AR,160
Ogemaw,MI,160
Dickens,TX,160
Delta,TX,159
Stevens C,WA,159
063,WA,159
ANDROSCOGGIN,ME,159
DICKSON,TN,159
Jefferson,OR,159
Watauga,NC,159
Midland,MI,158
Emery,UT,158
BEAVER,UT,158
Motley,TX,158
Morgan,AL,158
Red River,LA,158
34,WI,158
Bibb,GA,158
Barnwell County,SC,158
Monroe,KY,157
Alpena,MI,157
99,WI,157
6,NM,157
51,CO,157
ASHLEY,AR,157
Oconee              ,GA,156
Carson City,NV,156
DALLAS,AR,156
Reno,KS,156
Caswell,NC,156
Gilmer,WV,156
Napa,CA,156
Lake,MT,156
Brunswick,VA,156
67,MT,156
Bamberg,SC,156
Polk,WI,155
Graves,KY,155
Hardeman,TX,155
Alcona,MI,155
39,CA,155
Chickasaw,MS,155
Zavala,TX,155
Wise,VA,155
9,MS,155
Imperial,CA,155
Camden,NC,155
029,CA,155
Swain,NC,154
Gila,AZ,154
Klickitat,WA,154
White               ,GA,154
Washington,MD,154
19,ID,154
035,ID,154
Pasquotank,NC,154
White,AR,153
Crockett,TX,153
Aransas,TX,153
East Feliciana,LA,153
Lawrence,OH,153
Pocahontas,WV,153
HEMPSTEAD,AR,152
Madison,TX,152
Henry,VA,152
007,CO,152
Woodbury,IA,152
Thurston,WA,152
Terrell             ,GA,152
Weakley,TN,152
CONWAY,AR,151
Jackson,GA,151
Montmorency,MI,151
Hempstead,AR,151
Strafford,NH,151
McCulloch,TX,151
LACLEDE,MO,151
123,NC,151
Coos,NH,151
29,CA,151
RS,AL,150
McDonald,MO,150
Oconee County,SC,150
029,OR,150
27,OR,150
Douglas,MN,150
Collingsworth,TX,150
Franklin,VA,149
Armstrong,TX,149
049,MT,149
Chesterfield,VA,149
Lyon,NV,148
083,FL,148
3,CA,148
Dickinson,MI,148
Carroll,NH,148
3,ID,148
PIKE,AR,148
Kings,NY,148
089,MT,147
043,NM,147
SEVIER,TN,147
Oneida,ID,147
FY,AL,147
LOGAN,AR,146
Osceola,MI,146
Wake,NC,146
Jackson             ,GA,146
DYER,TN,146
San Miguel,CO,145
Lamb,TX,145
Butts               ,GA,145
Terry,TX,145
037,WA,145
47,NM,145
Rockingham,VA,145
Grundy,TN,145
Hardin,TN,145
Allendale,SC,145
SEBASTIAN,AR,145
Limestone,AL,144
Sumter,AL,144
Fairfield County,SC,144
Gray,TX,144
La Paz,AZ,144
Hickman,TN,144
Wakula,FL,144
35,WI,143
Amelia,VA,143
Fluvanna,VA,143
Lincoln             ,GA,143
Morgan              ,GA,143
111,NC,143
Rowan,KY,143
Casey,KY,142
Navajo,AZ,142
Power,ID,142
Madison,AL,142
23,CA,142
091,CA,141
64,WI,141
Lyon,KS,140
59,WI,140
Dimmit,TX,140
Frederick,MD,140
Henry,AL,140
Coffee,TN,140
109,KY,140
059,ID,139
Saluda,SC,139
Bamberg County,SC,139
PULASKI,AR,139
CV,AL,139
Luzerne,PA,139
Christian,MO,138
Franklin,KS,138
Churchill,NV,138
1,WY,138
Nye,NV,138
TISHOMINGO,MS,138
SCIOTO,OH,138
CLAIBORNE,TN,138
New Kent,VA,137
Quay,NM,137
Banks               ,GA,136
Edgefield,SC,136
063,OR,136
Bronx,NY,136
POPE,AR,136
Dane,WI,136
Union,LA,136
Westchester,NY,136
Clinton,KY,136
Cleveland,AR,136
Hot Springs,WY,135
Antrim,MI,135
Rockdale            ,GA,135
Galveston,TX,135
Prince Edward,VA,135
Greenwood,SC,135
Oconee,GA,135
Madera,CA,135
Lewis,KY,135
Johnson,IA,134
Deaf Smith,TX,134
SOLANO,CA,134
PERRY,AR,134
24,WI,134
Waller,TX,134
CAMDEN,MO,134
Maries,MO,134
53,UT,134
Lincoln,LA,134
Mercer,NJ,134
Houston,AL,134
39,OK,133
Richmond,NY,133
43,ID,133
CARBON,UT,133
HANCOCK,MS,133
Lawrence,TN,133
13,WA,133
Logan,AR,133
Monterey,CA,132
Newberry,SC,132
Charleston County,SC,132
53,WA,132
WESTMORELAND,PA,131
Choctaw,OK,131
055,NM,131
Gem,ID,131
Dallas,AR,131
Knox,ME,131
Crosby,TX,131
FAYETTE,PA,131
49,UT,131
NORTHUMBERLAND,PA,131
Lewis,WV,130
Accomack,VA,130
Wexford,MI,130
131,KY,130
Greenville County,SC,130
Plumas,CA,130
55,NM,129
CO,AL,129
Coke,TX,129
1,MT,129
Miami,KS,129
Jackson,KS,129
53,NM,129
MARSHALL,MS,129
Clayton             ,GA,128
Curry,NM,128
Quitman             ,GA,128
Van Buren,AR,128
Jackson,LA,128
Wallowa,OR,128
001,AZ,128
AMITE,MS,128
3,SC,128
Lewis,ID,127
13,UT,127
75,MT,127
75,MN,127
STONE,MS,126
Taliaferro,GA,126
Bledsoe,TN,126
Randolph,WV,126
SAGADAHOC,ME,126
9,UT,126
Ripley,MO,126
MCMINN,TN,126
Osage,KS,126
Willacy,TX,126
105,MI,125
CH,AL,125
Barrow,GA,125
Anderson County,SC,125
Harford,MD,125
SAN BENITO,CA,125
Randolph,AR,125
Towns               ,GA,125
Faulkner,AR,125
Amherst,VA,124
HUMPHREYS,TN,124
Lafayette,AR,124
Taylor,WV,124
Schleicher,TX,124
Fergus,MT,124
Hanover,VA,124
Brooks,TX,123
Douglas             ,GA,123
39,ID,123
13,ID,123
Austin,TX,123
STEWART,TN,123
Platte,WY,123
Linn,OR,123
Pickens County,SC,123
ATTALA,MS,123
7,NV,122
Hopkins,KY,122
53,WI,122
4,WI,122
Quitman,GA,122
Campbell,TN,122
Wetzel,WV,122
Crawford,KS,121
Claiborne,MS,121
19,TN,121
Santa Cruz,AZ,121
Sevier,AR,121
JEFFERSON,AR,121
Noxubee,MS,121
Appomattox,VA,121
SHANNON,MO,121
Barnstable,MA,121
Boyd,KY,121
RANDOLPH,AR,121
109,CO,121
131,MS,120
Real,TX,120
Alamance,NC,120
Chattahoochee       ,GA,120
Val Verde,TX,119
Oceana,MI,119
CARROLL,AR,119
Story,IA,119
Missaukee,MI,119
West Carroll,LA,119
Union,IA,118
Cherokee,KS,118
Tyler,WV,118
Cleburne,AR,118
Anderson,KS,118
Muskogee,OK,118
Bonneville,ID,118
Schuylkill,PA,118
Calhoun             ,GA,118
MONROE,PA,118
153,MS,117
Johnson,AR,117
Carbon,PA,117
BT,AL,117
103,CA,117
Grand Traverse,MI,117
SEVIER,AR,117
Belknap,NH,117
Madison,VA,117
Taliaferro          ,GA,117
72,WI,116
Dale,AL,116
Somerset,MD,116
Apache,AZ,116
Wasatch,UT,116
Cumberland,KY,116
Wayne,MO,116
Elliott,KY,116
Duval,TX,116
Monroe,PA,116
Tama,IA,115
Forest,WI,115
Lancaster,VA,115
39,UT,115
JOHNSON,AR,115
Washington,VA,115
Stone,AR,115
Menominee,WI,115
Delta,MI,115
FRANKLIN,AR,115
BK,AL,115
129,OK,115
43,OR,115
Perry,AR,114
Bergen,NJ,114
Dolores,CO,114
WAYNE,MS,114
Las Animas,CO,114
Washington,RI,114
039,CA,114
OBION,TN,114
Orange,VA,114
059,WA,113
Botetourt,VA,113
LaSalle,LA,113
Yuba,CA,113
PR,AL,113
013,OR,113
Fauquier,VA,113
Edwards,TX,113
Clay,GA,113
40,OK,113
Brewster,TX,113
WRIGHT,MO,113
Gunnison,CO,112
Catahoula,LA,112
023,CA,112
Pamlico,NC,112
KINGS,CA,112
Kittitas,WA,112
CLARE,MI,112
LAFAYETTE,AR,111
Greenwood County,SC,111
Fayette             ,GA,111
Douglas,GA,111
CLEVELAND,AR,111
Pope,AR,111
Calloway,KY,111
Mills,TX,111
Saluda County,SC,111
Sussex,VA,110
Calvert,MD,110
CS,AL,110
DOUGLAS,MO,110
Barry,MI,110
077,WA,110
45,WA,110
McCormick,SC,110
017,NM,110
MUSKINGUM,OH,110
WINSTON,MS,110
Chester County,SC,110
Androscoggin,ME,109
Calhoun,WV,109
Pulaski,KY,109
TIPPAH,MS,109
GRAND,UT,109
85,MI,108
Wharton,TX,108
LACKAWANNA,PA,108
Dekalb              ,GA,108
025,OR,108
Webster,MO,108
Charles City,VA,108
Lincoln,SD,108
Alleghany,NC,107
Luna,NM,107
HOLMES,MS,107
BERKSHIRE,MA,107
Petroleum,MT,107
Spartanburg County,SC,107
HOWARD,AR,107
BL,AL,107
Deer Lodge,MT,107
HUNTINGDON,PA,106
LITTLE RIVER,AR,106
Lawrence,MO,106
Carbon,MT,106
PRENTISS,MS,106
Harrison,IA,106
Calhoun,TX,106
69,FL,106
Charles Mix,SD,106
MARION,AR,106
Laurens County,SC,106
087,OH,106
057,CA,106
CHESTER,TN,106
039,MT,105
Rapides-2,LA,105
HAWKINS,TN,105
23,WY,105
OZARK,MO,105
WALTHALL,MS,105
003,ID,105
Pend Oreille,WA,104
Cache,UT,104
Hyde,NC,104
Chelan,WA,104
SANTA BARBARA,CA,104
Martin,TX,104
DEKALB,TN,104
LR,AL,104
Minnehaha,SD,104
73,WA,104
San Juan County,WA,103
CK,AL,103
Baylor,TX,103
Breckinridge,KY,103
LAWRENCE,OH,103
18,WI,103
77,CO,102
037,CO,102
Bourbon,KS,102
CB,AL,102
Bryan South         ,GA,102
DS,AL,102
115,LA,102
Carroll,AR,102
Carroll,TN,102
Okanogan C,WA,102
Irion,TX,102
Albany,NY,102
Hale,TX,102
Franklin,AR,101
Brown,SD,101
Hampshire,MA,101
Chattahoochee,GA,101
203,MO,101
003,CA,101
LM,AL,101
Marion County,SC,101
Dona Ana,NM,100
Union,NM,100
St. Clair,AL,100
051,WA,100
Kenedy,TX,100
Lincoln,ME,100
43,MT,100
Morgan,TN,100
61,MN,100
Sebastian,AR,100
WASHINGTON,MO,99
Marion,TN,99
31,ID,99
Massac,IL,99
Middlesex,MA,99
YELL,AR,99
165,MI,99
5,SC,99
Grayson,VA,99
PENNINGTON,SD,99
Page,VA,99
019,WA,99
WASHINGTON,AR,98
Lawrence,SD,98
49,MT,98
Spokane C,WA,98
037,UT,98
Hardin,KY,98
Mitchell,TX,98
Cedar,MO,98
Ector,TX,98
129,FL,98
Riley,KS,98
57,WA,98
Butte,ID,97
Yazoo,MS,97
Bandera,TX,97
New York,NY,97
Barrow              ,GA,97
059,OR,97
Howard,AR,97
043,OR,97
Taney,MO,97
HOWELL,MO,97
Uinta,WY,97
GEORGE,MS,96
53,ND,96
Schley              ,GA,96
PS,AL,96
Cherokee,IA,96
STONE,AR,96
111,CA,96
CW,AL,96
Curry,OR,96
TRINITY,CA,96
7,ND,96
Morehouse,LA,96
Pulaski,AR,96
ALBEMARLE,VA,96
61,OK,95
31,NV,95
2,WI,95
Hickory,MO,95
Hardeman,TN,95
Ferry,WA,95
BB,AL,95
Archuleta,CO,95
Hidalgo,NM,95
Lucas,IA,95
Matagorda,TX,95
Lincoln County,WA,95
Shenandoah,VA,95
Pike,AR,95
Umatilla,OR,95
Gloucester,VA,95
LEHIGH,PA,95
Tazewell,VA,95
Wirt,WV,95
Sterling,TX,95
HANCOCK,TN,94
ROANE,TN,94
DEL NORTE,CA,94
Lincoln,KY,94
LAUDERDALE,TN,94
35,WY,94
021,MN,93
Monroe,TN,93
40,WI,93
Williamson,IL,93
031,MT,93
Scioto,OH,93
Kent,RI,93
113,CO,93
Fillmore,MN,93
Marion,OR,93
PERRY,PA,93
BENTON,MS,92
COPIAH,MS,92
LW,AL,92
WC,AL,92
Lake,MI,92
Boone,AR,92
5,NV,92
SCOTT,AR,92
Patrick,VA,92
125,KY,92
Fayette,IA,92
Cherokee County,SC,92
Ouachita,LA,92
Madison,MO,92
Pecos,TX,91
DeSoto,FL,91
039,WA,91
Union County,SC,91
Madison,KY,91
Jefferson,KS,90
Minidoka,ID,90
Jackson,OH,90
Polk,MO,90
Yankton,SD,90
Allegan,MI,90
King County,WA,90
PUTNAM,TN,90
PERRY,MS,90
035,CA,89
MG,AL,89
Carter,MO,89
Newton,AR,89
Washington,AR,89
Culberson,TX,89
Alpine,CA,88
Runnels,TX,88
Sierra,NM,88
Queen Anne's,MD,88
Allendale County,SC,88
TIOGA,PA,88
Montgomery,VA,88
MEIGS,TN,88
187,GA,88
COCHISE,AZ,88
Scott,AR,87
Lincoln,AR,87
Ottawa,OK,87
Blair,PA,87
Giles,TN,87
JK,AL,87
BEDFORD,PA,87
5,ID,87
Southampton,VA,87
Oscoda,MI,87
Powell,KY,87
Yakima,WA,87
Yamhill,OR,87
Chambers,TX,87
PERRY,TN,86
Northumberland,PA,86
Gwinnett,GA,86
Edgefield County,SC,86
Sublette,WY,86
Pike,PA,86
049,UT,85
29,TN,85
Madison,AR,85
Greensville,VA,85
Garrett,MD,85
Sullivan,NH,85
Adair,KY,85
Muskegon,MI,85
Lewis,WA,85
RICH,UT,85
MR,AL,85
9,WY,85
Rio Grande,CO,85
Chippewa,MI,85
033,SD,85
Rockland,NY,84
061,OR,84
68,OK,84
Wyandotte,KS,84
017,UT,84
Sevier,TN,84
10,WI,84
235,KY,84
San Patricio,TX,84
Cowlitz,WA,84
Tyrrell,NC,83
CRAWFORD,MO,83
31,MN,83
001,MI,83
CRAWFORD,MI,83
SPOKANE,WA,83
81,SD,83
Schoolcraft,MI,83
69,MI,83
York County,SC,83
Culpeper,VA,83
Fort Bend,TX,83
Pennington,MN,82
FENTRESS,TN,82
Christian,KY,82
Polk,MN,82
093,CO,82
127,AR,82
BAXTER,AR,82
Phillips,MT,82
Douglas,CO,82
GUERNSEY,OH,81
023,AZ,81
Berks,PA,81
LAWRENCE,MS,81
WEBSTER,MS,81
CR,AL,81
Kleberg,TX,81
Sagadahoc,ME,81
CANNON,TN,81
111,GA,80
51,NM,80
Pulaski,VA,80
001,MT,80
Ulster,NY,80
Pike,OH,80
ARMSTRONG,PA,80
DENT,MO,80
Warren,VA,80
Wilson,TN,79
BARRY,MO,79
Grays Harbor,WA,79
Saline,KS,79
ALCORN,MS,79
Bryan,GA,79
133,AL,79
49,WI,79
73,OH,79
Gallia,OH,79
037,ID,79
039,WY,79
St Lawrence,NY,79
019,AZ,79
Grayson,KY,78
11,WA,78
Onondaga,NY,78
89,OK,78
49,NC,78
GREENE,MS,78
Blaine,MT,78
Cambria,PA,78
001,WY,78
Mason,WA,77
003,NV,77
OTSEGO,MI,77
HOUSTON,TN,77
Yell,AR,77
Baca,CO,77
033,WA,77
Middlesex,VA,77
Northumberland,VA,77
Barton,KS,77
31,OR,77
43,NC,77
St. Clair,MO,77
LANCASTER,PA,76
3,FL,76
Prince George,VA,76
Scott,TN,76
MARQUETTE,MI,76
31,NC,76
Nassau,NY,76
NEWTON,AR,76
MONROE,MS,75
Muscogee            ,GA,75
Saint Clair,MO,75
27,NC,75
Union,OR,75
37,MS,75
ITAWAMBA,MS,75
Polk,AR,75
Cobb                ,GA,75
FRANKLIN,PA,75
GALLIA,OH,75
LAWRENCE,PA,75
TALLAHATCHIE,MS,75
67,CO,75
JONES,MS,74
Morgan,UT,74
Johnson,MO,74
065,OR,74
McCreary,KY,74
003,AZ,74
Jones,IA,74
Henry,TN,74
Chaffee,CO,74
Essex,VA,74
12,WI,74
Chowan,NC,74
035,WY,74
67,WA,74
17,WI,74
017,ID,74
Niobrara,WY,74
077,MT,74
Louisa,IA,74
St. Marys,MD,74
Custer,ID,74
11,WY,74
Presque Isle,MI,74
113,AR,74
Sherman,TX,73
Emmet,MI,73
Desoto,LA,73
47,OR,73
221,MO,73
Clay                ,GA,73
Iron,MI,72
GR,AL,72
Claiborne,TN,72
5,WI,72
041,UT,72
123,MS,72
Hart,KY,72
MODOC,CA,72
Little River,AR,72
JASPER,MS,72
MADISON,MS,71
Grand,CO,71
ALCONA,MI,71
115,CA,71
OREGON,MO,71
NEWTON,MO,71
Lincoln,WA,71
Iron,MO,71
Goochland,VA,71
Hancock,WV,71
Webb,TX,71
Pottawatomie,KS,71
15,UT,71
Metcalfe,KY,70
REYNOLDS,MO,70
Harvey,KS,70
MIDLAND,MI,70
FRANKLIN,TN,70
Adams,OH,70
LINCOLN,AR,70
KNOX,TN,70
HILLSBOROUGH,NH,70
33,CO,70
Clark,WA,69
059,MT,69
23,FL,69
ROSS,OH,69
105,CO,69
Meade,SD,69
175,NC,69
Columbia,OR,69
FORREST,MS,69
Bon Homme,SD,69
VENANGO,PA,69
MARIN,CA,68
Isle of Wight,VA,68
83,WI,68
7,WI,68
117,CO,68
Beaverhead,MT,68
SOMERSET,PA,68
153,MO,68
041,WA,68
SUTTER,CA,68
LE,AL,68
033,OR,68
73,FL,68
SEVIER,UT,68
NORTHAMPTON,PA,68
37,FL,68
047,OR,67
23,WA,67
POLK,AR,67
Wabasha,MN,67
Lincoln,WY,67
Park,CO,67
Sonoma,CA,67
043,MT,67
069,CO,67
WS,AL,67
1,NM,67
061,WA,67
James City,VA,67
Clatsop,OR,67
BENTON,MO,66
021,ID,66
Stutsman,ND,66
Warren,MO,66
Ravalli,MT,66
Benton,AR,66
Rappahannock,VA,66
Dickinson,KS,66
Rensselaer,NY,66
7,ID,66
203,KY,66
Poweshiek,IA,66
225,TX,66
Coffey,KS,66
Neosho,KS,66
15,VA,66
Stewart,TN,66
CM,AL,66
CLARION,PA,66
47,SD,66
3,WA,65
LAWRENCE,MO,65
13,WY,65
Greenwood,KS,65
213,MO,65
Fulton,GA,65
Cameron,TX,65
039,ID,65
PIKE,MS,65
MENOMINEE,MI,65
15,CA,65
15,WA,65
Pleasants,WV,64
Mcpherson,KS,64
Garza,TX,64
5,WY,64
49,NM,64
Trigg,KY,64
Allen,KS,64
21,WI,64
79,OK,64
MEIGS,OH,64
179,MO,64
Macoupin,IL,64
Castro,TX,64
027,OR,64
GIBSON,TN,64
99,NC,64
291,GA,64
Westmoreland,VA,64
11,SC,64
035,NM,64
Saratoga,NY,64
115,NC,64
Washington,ID,64
POLK,TN,64
Knox,TX,64
41,WI,64
PK,AL,64
Cumberland,TN,63
Briscoe,TX,63
NEWTON,MS,63
Lawrence,AR,63
Daggett,UT,63
Fall River,SD,63
Reagan,TX,63
SIMPSON,MS,63
Lyman,SD,63
Buttler,KY,63
3,OK,63
Washington,MN,63
NESHOBA,MS,62
Caribou,ID,62
RIPLEY,MO,62
Huerfano,CO,62
097,AR,62
Union,SD,62
UNION,TN,62
CARROLL,OH,62
Kent,MD,62
McKinley,NM,62
Centre,PA,62
DAUPHIN,PA,62
011,AZ,62
Goshen,WY,62
115,AR,62
49,CO,61
Wabaunsee,KS,61
KEMPER,MS,61
Maverick,TX,61
165,VA,61
083,CO,61
Hood River,OR,61
LAUDERDALE,MS,61
Hawkins,TN,61
Skamania,WA,61
GRAINGER,TN,60
McCracken,KY,60
MORGAN,MO,60
93,CO,60
Chickasaw,IA,60
023,WY,60
Jackson,IA,60
Roanoke,VA,60
DALLAS,MO,60
LS,AL,60
FALL RIVER,SD,60
015,SC,60
043,LA,60
DOUGLAS,CO,59
ALPENA,MI,59
Cannon,TN,59
Graham,NC,59
Wayne,IA,59
5,CA,59
23,NC,59
151,IL,59
005,WY,59
5,UT,59
Chemung,NY,59
Ellis,KS,59
43,UT,59
Geary,KS,59
